id,event_id,name,locale,type,sort_name
1676,59657,18th International Chopin Piano Competition: Competition,en,1,18th International Chopin Piano Competition: Competition
1796,66010,Praxis Jazz 1982,,,Praxis Jazz 1982
2517,101773,19. Deutsches Jazzfestival Frankfurt 1984,,,19. Deutsches Jazzfestival Frankfurt 1984
1678,59659,XVIII International Chopin Piano Competition: Stage I,en,1,XVIII International Chopin Piano Competition: Stage I
1680,59661,XVIII International Chopin Piano Competition: Stage III,en,1,XVIII International Chopin Piano Competition: Stage III
1684,59061,JumondR Rondaii On Tour,,,JumondR Rondaii On Tour
1685,59756,Krautologischer Kongress 2022,,,Krautologischer Kongress 2022
1686,59784,Festival Express,,,Festival Express
1687,57323,"2022-06-07: Beach House at Carlswerk Victoria, Köln",,,"2022-06-07: Beach House at Carlswerk Victoria, Köln"
1688,59787,11 Międzynarodowy Festiwal Jazzowy,pl,1,11 Międzynarodowy Festiwal Jazzowy
1690,59794,Comic Market 47,en,1,Comic Market 47
1692,59794,コミックマーケット47,ja,1,コミックマーケット47
1694,59794,C47,,2,C47
1695,270,M3-Osaka,,2,M3-Osaka
1696,60444,The Vocaloid Master 48,en,1,"Vocaloid Master 48, The"
1697,59344,THE VOC@LOiD M@STER 43,en,1,THE VOCALOiD MASTER 43
2528,61635,EMF at Corn Exchange,,,EMF at Corn Exchange
1698,44010,Planet Earth Festival 2013,en,1,Planet Earth Festival 2013
1699,61075,Berlin Jazz Fest 1968,,,Berlin Jazz Fest 1968
1700,48081,THE VOCALOiD MASTER 45,,2,THE VOCALOiD MASTER 45
1702,48081,VOMAS 45,,2,VOMAS 45
1703,61146,The Tour of Life: London,en,1,The Tour of Life: London
1704,58821,THE VOC@LOiD M@STER 35,,1,"VOCALOiD MASTER 35, THE"
1705,58821,VOM@S 35,,2,VOM@S 35
1707,61277,LA to the Moon Tour: Rome,en,1,LA to the Moon Tour: Rome
1708,61276,LA to the Moon Tour: Milan,en,1,LA to the Moon Tour: Milan
1709,61421,BLACKPINK ARENA TOUR 2018 OSAKA (NIGHT 1),en,1,BLACKPINK ARENA TOUR 2018 OSAKA (NIGHT 1)
1710,61422,BLACKPINK ARENA TOUR 2018 OSAKA (NIGHT 2),en,1,BLACKPINK ARENA TOUR 2018 OSAKA (NIGHT 2)
1712,61424,BLACKPINK ARENA TOUR 2018 FUKUOKA (NIGHT 2),en,1,BLACKPINK ARENA TOUR 2018 FUKUOKA (NIGHT 2)
1714,61426,BLACKPINK ARENA TOUR 2018 CHIBA (NIGHT 2),en,1,BLACKPINK ARENA TOUR 2018 CHIBA (NIGHT 2)
1715,61427,BLACKPINK ARENA TOUR 2018 CHIBA (NIGHT 3),en,1,BLACKPINK ARENA TOUR 2018 CHIBA (NIGHT 3)
1716,61462,BLACKPINK IN YOUR AREA TOKYO,en,1,BLACKPINK IN YOUR AREA TOKYO
1718,61464,BLACKPINK IN YOUR AREA OSAKA (NIGHT 2),en,1,BLACKPINK IN YOUR AREA OSAKA (NIGHT 2)
1720,279,秋季例大祭7,,2,秋季例大祭7
1721,61670,Speak Now World Tour: Foxborough,en,1,Speak Now World Tour: Foxborough
1722,61706,Comic Market 100,en,1,Comic Market 100
1724,61706,C100,,2,C100
1725,26078,Loud Park Japan 2017,,,Loud Park Japan 2017
1726,62163,Nišville 2016,en,1,Nišville 2016
1728,62320,Black Sea Jazz Festival 2017: Day 4,en,1,Black Sea Jazz Festival 2017: Day 4
1730,62412,"VeszprémFest 2018, Day 1",en,1,"VeszprémFest 2018, Day 1"
1731,62415,"VeszprémFest 2018, Day 2",en,1,"VeszprémFest 2018, Day 2"
1733,62414,"VeszprémFest 2018, Day 1: Main Stage",en,1,"VeszprémFest 2018, Day 1: Main Stage"
1735,62421,"VeszprémFest 2018, Day 3: Main Stage",en,1,"VeszprémFest 2018, Day 3: Main Stage"
1736,62569,Usadba Jazz Saint Petersburg 2018,en,1,Usadba Jazz Saint Petersburg 2018
1737,63232,"Corona Capital 2015, Day 1",en,1,"Corona Capital 2015, Day 1"
1738,63808,SUKKIRI!! 7 November 2019,en,1,SUKKIRI!! 7 November 2019
1740,63809,SUKKIRI!! 3 March 2021,en,1,SUKKIRI!! 3 March 2021
1745,63900,"Nonstop Musix, Day 1",en,1,"Nonstop Musix, Day 1"
1746,64181,譚詠麟杜麗莎Time After Time演唱會澳門站,zh_Hant,1,譚詠麟杜麗莎Time After Time演唱會澳門站
1748,64181,Alan Tam × Teresa Carpio Live in Macao 2013,en,1,Alan Tam × Teresa Carpio Live in Macao 2013
1749,58309,Björk at TFI Friday,,,Björk at TFI Friday
1750,64283,Zerosettanta,it_IT,1,Zerosettanta
1660,59247,Park Live 2022,en,1,Park Live 2022
1661,59248,Park Live 2022: Day 7,en,1,Park Live 2022: Day 7
1784,56016,Kaustisen kansanmusiikkijuhlat 2019,fi,,Kaustisen kansanmusiikkijuhlat 2019
1663,59378,博麗神社例大祭19,,2,博麗神社例大祭19
1664,59378,第十九回博麗神社例大祭,ja,1,第十九回博麗神社例大祭
1665,59378,Hakurei Shrine Reitaisai 19,en,1,Hakurei Shrine Reitaisai 19
1666,59378,令和四年博麗神社例大祭,ja,1,令和四年博麗神社例大祭
1668,59652,ACen 09,,2,ACen 09
1670,59655,18th International Chopin Piano Competition,en,1,18th International Chopin Piano Competition
1672,59656,18th International Chopin Piano Competition: Preliminary Stage,en,1,18th International Chopin Piano Competition: Preliminary Stage
1674,59657,XVIII International Chopin Piano Competition: Competition,en,1,XVIII International Chopin Piano Competition: Competition
1675,59657,XVIII International Chopin Piano Competition: Main Stage,en,1,XVIII International Chopin Piano Competition: Main Stage
1786,29027,Kaustisen kansanmusiikkijuhlat 2017,fi,,Kaustisen kansanmusiikkijuhlat 2017
1792,61075,Berliner Jazz Tage ’68,,,Berliner Jazz Tage ’68
1794,65966,Vision Festival 1996,,,Vision Festival 1996
1829,64363,Total Music Meeting 1989,,,Total Music Meeting 1989
1681,59662,XVIII International Chopin Piano Competition: Final,en,1,XVIII International Chopin Piano Competition: Final
1683,59662,The 18th International Fryderyk Chopin Piano Competition: Final round,en,1,The 18th International Fryderyk Chopin Piano Competition: Final round
1677,59658,XVIII International Chopin Piano Competition: Inaugural Concert,en,1,XVIII International Chopin Piano Competition: Inaugural Concert
1682,59663,XVIII International Chopin Piano Competition: Laureate Concerts,en,1,XVIII International Chopin Piano Competition: Laureate Concerts
1679,59660,XVIII International Chopin Piano Competition: Stage II,en,1,XVIII International Chopin Piano Competition: Stage II
1689,59787,11th International Jazz Festival Warsaw,en,1,11th International Jazz Festival Warsaw
1691,59794,Comiket 47,en,1,Comiket 47
1693,59794,1994年冬コミ,,2,1994年冬コミ
1701,48081,VOM@S 45,,2,VOM@S 45
1706,58821,VOMAS 35,,2,VOMAS 35
1711,61423,BLACKPINK ARENA TOUR 2018 FUKUOKA (NIGHT 1),en,1,BLACKPINK ARENA TOUR 2018 FUKUOKA (NIGHT 1)
1713,61425,BLACKPINK ARENA TOUR 2018 CHIBA (NIGHT 1),en,1,BLACKPINK ARENA TOUR 2018 CHIBA (NIGHT 1)
1717,61463,BLACKPINK IN YOUR AREA OSAKA (NIGHT 1),en,1,BLACKPINK IN YOUR AREA OSAKA (NIGHT 1)
1719,61465,BLACKPINK IN YOUR AREA FUKUOKA,en,1,BLACKPINK IN YOUR AREA FUKUOKA
1723,61706,Comiket 100,en,,Comiket 100
1727,62164,"Nišville 2016, Day 4",en,1,"Nišville 2016, Day 4"
1729,62319,Black Sea Jazz Festival 2017,en,1,Black Sea Jazz Festival 2017
1732,62420,"VeszprémFest 2018, Day 3",en,1,"VeszprémFest 2018, Day 3"
1734,62416,"VeszprémFest 2018, Day 2: Main Stage",en,1,"VeszprémFest 2018, Day 2: Main Stage"
1739,63808,"SUKKIRI!! November 7, 2019",en_US,1,"SUKKIRI!! November 7, 2019"
1741,63809,"SUKKIRI!! March 30, 2021",en_US,1,"SUKKIRI!! March 30, 2021"
2520,101934,Noche cultura y radio abierta,es,1,Noche cultura y radio abierta
1747,64181,谭咏麟杜丽莎Time After Time演唱会澳门站,zh_Hans,1,谭咏麟杜丽莎Time After Time演唱会澳门站
1751,64385,2014 FIFA World Cup opening ceremony,en,1,2014 FIFA World Cup opening ceremony
1752,64385,২০১৪ ফিফা বিশ্বকাপ উদ্বোধনী অনুষ্ঠান,bn,1,২০১৪ ফিফা বিশ্বকাপ উদ্বোধনী অনুষ্ঠান
1753,64385,Åpningsseremonien til VM i fotball 2014,no,1,Åpningsseremonien til VM i fotball 2014
1754,64385,2014年國際足協世界盃開幕典禮,zh_Hans,1,2014年國際足協世界盃開幕典禮
1755,64385,2014 FIFAワールドカップ開会式,ja,1,2014 FIFAワールドカップ開会式
1756,64382,2018 FIFA World Cup opening ceremony,en,1,2018 FIFA World Cup opening ceremony
1757,64382,2018 FIFAワールドカップ開会式,ja,1,2018 FIFAワールドカップ開会式
1758,64382,حفل افتتاح كأس العالم 2018,ar,1,حفل افتتاح كأس العالم 2018
1759,64382,২০১৮ ফিফা বিশ্বকাপ উদ্বোধনী অনুষ্ঠান,bn,1,২০১৮ ফিফা বিশ্বকাপ উদ্বোধনী অনুষ্ঠান
1760,64382,Cérémonie d'ouverture de la Coupe du monde de football 2018,fr,1,Cérémonie d'ouverture de la Coupe du monde de football 2018
1761,64385,Cérémonie d'ouverture de la Coupe du monde de football 2014,fr,1,Cérémonie d'ouverture de la Coupe du monde de football 2014
1762,64378,Cérémonie d'ouverture de la Coupe du monde de football 2022,fr,1,Cérémonie d'ouverture de la Coupe du monde de football 2022
1763,64378,2022 FIFA World Cup opening ceremony,en,1,2022 FIFA World Cup opening ceremony
1765,64394,Cérémonie d'ouverture de la Coupe du monde de football 2006,fr,1,Cérémonie d'ouverture de la Coupe du monde de football 2006
1764,64394,2006 FIFA World Cup opening ceremony,en,1,2006 FIFA World Cup opening ceremony
1766,64391,Cérémonie d'ouverture de la Coupe du monde de football 2010,fr,1,Cérémonie d'ouverture de la Coupe du monde de football 2010
2665,105765,Hong Kong Asian‐Pop Music Festival 2019,en,1,Hong Kong Asian‐Pop Music Festival 2019
2667,105765,香港亚洲流行音乐节2019,zh_Hans_CN,1,香港亚洲流行音乐节2019
1769,61134,Kate Bush at the Stockholm Concert Hall,en,1,Kate Bush at the Stockholm Concert Hall
1770,61135,Kate Bush at Falkoner Centre,en,1,Kate Bush at Falkoner Centre
1771,61137,Kate Bush at Congress Centrum Hamburg,en,1,Kate Bush at Congress Centrum Hamburg
1772,61138,Kate Bush at Royal Theater Carré,en,1,Kate Bush at Royal Theater Carré
1773,61139,Kate Bush at the Liederhalle,en,1,Kate Bush at the Liederhalle
1774,61140,Kate Bush at Circus Krone,en,1,Kate Bush at Circus Krone
1775,61141,Kate Bush at Gürzenich,en,1,Kate Bush at Gürzenich
1776,61143,Kate Bush at the Rose Garden,en,1,Kate Bush at the Rose Garden
1777,61144,Kate Bush at the Centennial Hall,en,1,Kate Bush at the Centennial Hall
1779,64963,"【KARAOKE ENDURANCE 歌枠】Singing Until 765,000 Subscribers! ~",,1,"【KARAOKE ENDURANCE 歌枠】Singing Until 765,000 Subscribers! ~"
1780,64963,"【KARAOKE ENDURANCE 歌枠】Singing Until 766,000 Subscribers! ~",,1,"【KARAOKE ENDURANCE 歌枠】Singing Until 766,000 Subscribers! ~"
1781,64649,hololive 4th fes. Our Bright Parade DAY2 holo27,,2,hololive 4th fes. Our Bright Parade DAY2 holo27
1785,29025,Kaustisen kansanmusiikkijuhlat 2018,fi,,Kaustisen kansanmusiikkijuhlat 2018
1788,42933,"2019‐04: Stone Hill Farm, Colts Neck, NJ, USA",,,"2019‐04: Stone Hill Farm, Colts Neck, NJ, USA"
1789,65446,Vision Festival 2019,,,Vision Festival 2019
1791,65746,Vision Festival 14,,,Vision Festival 14
1793,61075,Berlin Jazz Festival 1968,,,Berlin Jazz Festival 1968
1795,65967,Vision Festival 1997,,,Vision Festival 1997
1830,66519,UMK23,,,UMK23
1831,66519,UMK 2023,,,UMK 2023
1832,66519,UMK 23,,2,UMK 23
1833,58463,KISS at Jäähalli,,,KISS at Jäähalli
1834,58466,"KISS at Wiener Stadthalle, Hall D",,,"KISS at Wiener Stadthalle, Hall D"
1835,58469,KISS at Festival de Nîmes 2022,,,KISS at Festival de Nîmes 2022
1836,58474,KISS at Papp László Sportaréna,,,KISS at Papp László Sportaréna
1837,58475,Rock the City Festival 2022,,,Rock the City Festival 2022
1838,58432,KISS at Cbus Super Stadium,,,KISS at Cbus Super Stadium
1839,43468,The KISS Kruise X: Psycho Circus,,,The KISS Kruise X: Psycho Circus
1840,58434,KISS at Ervin J. Nutter Center,,,KISS at Ervin J. Nutter Center
1841,58435,KISS at Xfinity Theatre,,,KISS at Xfinity Theatre
1842,57758,KISS at Westfalenhalle 1,,,KISS at Westfalenhalle 1
1843,57756,KISS at Arena 1,,,KISS at Arena 1
1844,58456,KISS at Barclays Arena,,,KISS at Barclays Arena
1845,45041,FIREFEST,,2,FIREFEST
1846,62171,"Skopje Jazz Festival 2016, Day 2",en,1,"Skopje Jazz Festival 2016, Day 2"
1847,68264,Skopje Jazz Festival 2016,en,1,Skopje Jazz Festival 2016
1848,68316,Vocaloid Paradise 9,,,Vocaloid Paradise 9
1849,68316,Vo-Para 9,,,Vo-Para 9
1850,68316,ボーパラ 9,,,Vo-Para 9
1851,68317,とら祭り2015,ja,1,とら祭り2015
1852,68317,Tora Matsuri 2015,en,1,Tora Matsuri 2015
1853,68317,とら祭り 2015,,2,とら祭り 2015
1854,68317,torafes 2015,,2,torafes 2015
1855,68465,Zhongguo--Dong meng bo lan hui,,,Zhongguo--Dong meng bo lan hui
1856,68465,CAEXPO,,,CAEXPO
1857,68465,中国--东盟博览会,zh,,中国--东盟博览会
1858,58603,Actors,,,Actors
1859,68603,National Festival of the Sheeps - Oaș Country,,,National Festival of the Sheeps - Oaș Country
1860,68603,Festivalul Național Sâmbra Oilor - Țara Oașului,,,Festivalul Național Sâmbra Oilor - Țara Oașului
1861,68603,Festivalul Național Sâmbra Oilor,,,Festivalul Național Sâmbra Oilor
1862,68603,Sâmbra Oilor,,,Sâmbra Oilor
1863,68603,Festivalul Sâmbra Oilor,,,Festivalul Sâmbra Oilor
1864,68603,Sâmbra Oilor - Țara Oașului,,,Sâmbra Oilor - Țara Oașului
1865,68604,Festivalul Datinilor și Obiceiurilor de Iarnă din Negrești-Oaș,,,Festivalul Datinilor și Obiceiurilor de Iarnă din Negrești-Oaș
1866,68604,Festivalul Datinilor și Obiceiurilor de Iarnă,,,Festivalul Datinilor și Obiceiurilor de Iarnă
1867,68605,Festivalul Internațional „Cerbul de Aur”,,,Festivalul Internațional „Cerbul de Aur”
1868,68605,Festivalul Internațional Cerbul de Aur,,,Festivalul Internațional Cerbul de Aur
1869,68605,Cerbul de Aur,,,Cerbul de Aur
1870,68726,SMT 30th Live: Band of Shadows,en,1,SMT 30th Live: Band of Shadows
1871,68726,Shin Megami Tensei 30th Live: Band of Shadows,,2,Shin Megami Tensei 30th Live: Band of Shadows
1872,68737,HUNGEXPO,,,HUNGEXPO
1873,68738,T & T Warsaw,,,T & T Warsaw
1874,68738,T T Warsaw,,,T T Warsaw
1875,68739,Anime Weekend Atlanta 2022,,1,Anime Weekend Atlanta 2022
1876,68739,AWA 2022,,1,AWA 2022
1877,15976,Comic Treasure 10,en,1,Comic Treasure 10
1878,68814,こみっく★トレジャー20,ja,1,こみっく★トレジャー20
1879,68814,Comic Treasure 20,en,1,Comic Treasure 20
1880,65699,C101,,2,C101
1881,59197,M3-49,,2,M3-49
1882,63441,M3-50,,2,M3-50
1883,62349,Total World Tour: Rotterdam,,,Total World Tour: Rotterdam
1884,68638,Nash the Slash in Liverpool,,,Nash the Slash in Liverpool
1885,68659,Nash the Slash in Retford,,,Nash the Slash in Retford
1886,68660,Nash the Slash in Middlesbrough,,,Nash the Slash in Middlesbrough
1887,68662,Nash the Slash in Leeds,,,Nash the Slash in Leeds
1888,68663,Nash the Slash in Sheffield,,,Nash the Slash in Sheffield
1889,68664,Nash the Slash in Oxford,,,Nash the Slash in Oxford
1890,68666,Nash the Slash in Scarborough,,,Nash the Slash in Scarborough
1891,68665,Nash the Slash in Birmingham,,,Nash the Slash in Birmingham
1892,69111,Workshop Freie Musik 1991,,,Workshop Freie Musik 1991
1893,69150,Sax-Go Festival 2019,,,Sax-Go Festival 2019
1894,69198,Minogashita Kimitachi e,en,1,Minogashita Kimitachi e
1895,69223,Gutenstein Festival 2008,en,1,Gutenstein Festival 2008
1896,68875,Sacra Music Fest × Anime Friends 2023,,2,Sacra Music Fest × Anime Friends 2023
1897,69287,結束バンド LIVE 恒星,,2,結束バンド LIVE 恒星
1898,69287,Kessoku Band Concert -Fixed Star-,en,1,Kessoku Band Concert -Fixed Star-
1899,69287,結束バンドLIVE-恒星-,ja,1,けっそくバンドバンドライブ こうせい
1900,64486,TMG 2016,en,1,TMG 2016
1901,69318,Ponyville Ciderfest 2019,en,1,Ponyville Ciderfest 2019
1902,69318,PVCF2019,en,1,PVCF2019
1903,69327,林宥嘉XIANG YU YI YANG線上演唱會,zh_Hant,1,林宥嘉XIANG YU YI YANG線上演唱會
1904,69327,Yoga Lin XIANG YU YI YANG Concert,en,1,Yoga Lin XIANG YU YI YANG Concert
1905,69116,M3-51,,2,M3-51
2518,97746,Kai Tak Sports Park Grand Opening Ceremony,en,1,Kai Tak Sports Park Grand Opening Ceremony
2519,101923,Concert de Deygo Josy à Orkadieré,,1,Concert de Deygo Josy à Orkadieré
2521,102145,シンフォナーレ,ja,1,シンフォナーレ
1910,69329,M3-52,,2,M3-52
1911,69330,C102,,2,C102
2132,47343,Metalmania Festival 2003,,,Metalmania Festival 2003
2136,79393,UMK 2024,,2,UMK 2024
1914,69330,Comiket 102,,2,Comiket 102
1915,69385,The Carling Weekend: Reading,en,1,Carling Weekend: Reading
1916,69491,30th Anniversary Yuki Kajiura LIVE vol.#19 -Kaji Fes.2023-,,1,30th Anniversary Yuki Kajiura LIVE vol.#19 -Kaji Fes.2023-
1917,69492,30th Anniversary Yuki Kajiura LIVE vol.#19 -Kaji Fes.2023-,,1,30th Anniversary Yuki Kajiura LIVE vol.#19 -Kaji Fes.2023-
1918,69664,Music / Context Festival of Environmental Music,,,Music / Context Festival of Environmental Music
1919,69664,David Toop’s Music/Context Festival of Environmental Music,,2,David Toop’s Music/Context Festival of Environmental Music
1920,69685,Festival Musique Action 1995,,,Festival Musique Action 1995
1921,69709,Levitation 2012,,,Levitation 2012
1954,70172,artacts 20,,,artacts 20
1955,70172,artacts 2020,,,artacts 2020
1956,69687,A-Kon 32 (A-Kon 2023),,2,A-Kon 32 (A-Kon 2023)
1957,70142,Okkafest 6,,,Okkafest 6
1958,70204,Okkafest 3,,,Okkafest 3
1959,50681,Barry Manilow at Newcastle Arena,,,Barry Manilow at Newcastle Arena
1960,50678,Barry Manilow at Manchester Arena,,,Barry Manilow at Manchester Arena
1961,46415,Barry Manilow at Glasgow Auditorium,,,Barry Manilow at Glasgow Auditorium
1962,46416,Barry Manilow at Glasgow Auditorium,,,Barry Manilow at Glasgow Auditorium
1963,50686,Barry Manilow at Cardiff CIA,,,Barry Manilow at Cardiff CIA
1964,50685,Barry Manilow at Cardiff CIA,,,Barry Manilow at Cardiff CIA
1965,50687,Barry Manilow at Birmingham NEC,,,Barry Manilow at Birmingham NEC
1966,50688,Barry Manilow at Birmingham NEC,,,Barry Manilow at Birmingham NEC
1967,70516,Okkafest 5,,,Okkafest 5
1968,69541,博麗神社例大祭20,,,博麗神社例大祭20
1969,14853,"Festival International de Jazz de Montréal, Canada",,,"Festival International de Jazz de Montréal, Canada"
1970,71018,Molde International Jazz Festival 2007,,,Molde International Jazz Festival 2007
1972,61962,Montreux Jazz Festival 2017: Montreux Jazz Club,,,Montreux Jazz Festival 2017: Montreux Jazz Club
1973,71419,Weiß Schwarz 15th Anniversary Live,en,1,Weiß Schwarz 15th Anniversary Live
1974,71419,Weiss Schwarz 15th Anniversary Live,,2,Weiss Schwarz 15th Anniversary Live
1975,71421,京アニフェス,,2,京アニフェス
1976,71420,京アニフェス,,2,京アニフェス
1977,71421,KyoaniFes,,2,KyoaniFes
1978,71420,KyoaniFes,,2,KyoaniFes
2137,79393,UMK 24,,2,UMK 24
1980,71466,Molde International Jazz Festival 1996,,,Molde International Jazz Festival 1996
1981,71531,KyoaniFes,,2,KyoaniFes
1982,71532,KyoaniFes,,2,KyoaniFes
1983,71531,京アニフェス,,2,京アニフェス
1984,71532,京アニフェス,,2,京アニフェス
1985,63916,"2023‐06‐10: Lanxess Arena, Cologne, Germany",,,"2023‐06‐10: Lanxess Arena, Cologne, Germany"
1986,71560,Ravetaisen RAVE IN JAPAN FES. 2023,,2,Ravetaisen RAVE IN JAPAN FES. 2023
1987,71703,Kimetsu Party -Entertainment District Arc-,en,1,Kimetsu Party -Entertainment District Arc-
1988,71703,Demon Slayer: Kimetsu no Yaiba ON STAGE -Entertainment District Arc-,en,1,Demon Slayer: Kimetsu no Yaiba ON STAGE -Entertainment District Arc-
1989,71704,Kimetsu Party -Mugen Train Arc-,en,1,Kimetsu Party -Mugen Train Arc-
1990,71704,Demon Slayer: Kimetsu no Yaiba ON STAGE -Mugen Train Arc-,en,1,Demon Slayer: Kimetsu no Yaiba ON STAGE -Mugen Train Arc-
1991,71722,JAPAN Game Music Festival II,en,1,JAPAN Game Music Festival 2
1992,71722,JGMF II,en,1,JGMF 2
1993,71738,Falcom jdk BAND θ Live,en,1,Falcom jdk BAND θ Live
1994,71738,ファルコムjdkバンドθライブ,ja,1,ファルコムjdkバンドθライブ
1995,71739,Falcom jdk BAND YES Live,en,1,Falcom jdk BAND YES Live
1996,71739,ファルコムjdkバンドYesライブ,ja,1,ファルコムjdkバンドYesライブ
1997,71741,Falcom jdk BANDニューイヤーライブ2019,ja,1,Falcom jdk BANDニューイヤーライブ2019
1998,71740,Falcom jdk BANDニューイヤーライブ2019,ja,1,Falcom jdk BANDニューイヤーライブ2019
1999,71741,Falcom jdk BAND New Year Live 2019,en,1,Falcom jdk BAND New Year Live 2019
2000,71740,Falcom jdk BAND New Year Live 2019,en,1,Falcom jdk BAND New Year Live 2019
2001,71751,まぁでもjdkなんで・・・（仮）,,2,まぁでもjdkなんで・・・（仮）
2002,71774,FALCOM jdk BAND LIVE 2010 IN LIQUIDROOM,,2,FALCOM jdk BAND LIVE 2010 IN LIQUIDROOM
2003,71821,TGS2022,,2,TGS2022
2005,71844,BEMANI スペシャルステージ,,2,BEMANI スペシャルステージ
2006,71846,BEMANI SPECIAL STAGE,en,1,BEMANI SPECIAL STAGE
2007,71846,BEMANIスペシャルステージ,ja,1,ビーマニスペシャルステージ
2008,71844,BEMANIスペシャルステージ,ja,1,ビーマニスペシャルステージ
2004,71844,BEMANI SPECIAL STAGE,en,1,BEMANI SPECIAL STAGE
2009,71824,ジャパン アミューズメント エキスポ2023（JAEPO2023）,ja,1,ジャパン アミューズメント エキスポ2023（JAEPO2023）
2010,71824,JAEPO 2023,,2,JAEPO 2023
888,25745,TGS2017,,2,TGS2017
1310,41729,TGS2019,,2,TGS2019
2011,2311,Arch Enemy at STUDIO COAST,,,Arch Enemy at STUDIO COAST
2012,71669,Musikens Hus,,,Musikens Hus
1913,69330,コミックマーケット102,ja,1,コミックマーケット102
1912,69330,Comic Market 102,en,1,Comic Market 102
2013,70379,"STRESS GHETTO, STANDOVER, TOTAL VIOLATION, DOLE BLUDGER, LUCRE - VALHALLA JULY 15",,,"STRESS GHETTO, STANDOVER, TOTAL VIOLATION, DOLE BLUDGER, LUCRE - VALHALLA JULY 15"
2014,72360,Pokémon × NHK Symphony Special Orchestra 2023,en,1,Pokémon × NHK Symphony Special Orchestra 2023
2015,72422,10th Festival de Jazz de Ponta Delgada,,,10th Festival de Jazz de Ponta Delgada
2016,72458,Taktlos Festival 1988,,,Taktlos Festival 1988
2017,72540,Total Music Meeting 1990,,,Total Music Meeting 1990
2018,72716,Total Music Meeting 1993,,,Total Music Meeting 1993
2019,72727,47. Festival internazionale di musica contemporanea Venezia: ReMix - Structures and Improvisation,,,47. Festival internazionale di musica contemporanea Venezia: ReMix - Structures and Improvisation
2020,72727,Venice Festival of Contemporary Music 2003,,,Venice Festival of Contemporary Music 2003
2021,72727,Festival internazionale di musica contemporanea 2003,,,Festival internazionale di musica contemporanea 2003
2022,72784,Documenta 9,,,Documenta 9
2023,72939,清田愛未20周年記念ライブ,,2,清田愛未20周年記念ライブ
2024,981,モーニング娘。’14 コンサートツアー秋 GIVE ME MORE LOVE ～道重さゆみ卒業記念スペシャル～,,,モーニング娘。’14 コンサートツアー秋 GIVE ME MORE LOVE ～道重さゆみ卒業記念スペシャル～
2025,66580,Clint is Gone aux Trois Baudets,fr,1,Clint is Gone aux Trois Baudets
2026,65852,Lonny & Tachka au Théâtre des Pénitents,fr,1,Lonny & Tachka au Théâtre des Pénitents
2027,66544,Tachka et Lucie dans le ciel à La Chambre Noire,fr,1,Tachka et Lucie dans le ciel à La Chambre Noire
2028,71779,Tachka à la Bibliothèque publique Saint-Exupéry,fr,1,Tachka à la Bibliothèque publique Saint-Exupéry
2029,71784,Tachka à La Manufacture Chanson,fr,1,Tachka à La Manufacture Chanson
2030,71781,Tachka à la Médiathèque de Monistrol-sur-Loire,fr,1,Tachka à la Médiathèque de Monistrol-sur-Loire
2031,71783,Tachka au Fort du bruissin,fr,1,Tachka au Fort du bruissin
2032,71782,Arthur H au Fil,fr,1,Arthur H au Fil
2033,73137,Demon Slayer: Kimetsu no Yaiba Band Performance,en,1,Demon Slayer: Kimetsu no Yaiba Band Performance
2034,73153,TGS2023,,2,TGS2023
2035,73153,TOKYO GAME SHOW 2023,en,1,TOKYO GAME SHOW 2023
2036,69101,Anime Weekend Atlanta 2023,en,1,Anime Weekend Atlanta 2023
2037,69101,AWA 2023,en,1,AWA 2023
2038,73757,Total Music Meeting 1996,,,Total Music Meeting 1996
2039,68067,Chandelier + Flying Circus @ Das Rind,,,Chandelier + Flying Circus @ Das Rind
2040,73978,UNIVERSO PARALELLO ISRAEL EDITION,,2,UNIVERSO PARALELLO ISRAEL EDITION
2041,73978,Supernova Sukkot Gathering,en,1,Supernova Sukkot Gathering
2042,73978,Tribe of Nova festival,,2,Tribe of Nova festival
2043,73561,日向坂46 デビュー2周年記念 Special 2days,,,日向坂46 デビュー2周年記念 Special 2days
2044,74090,Superbooth 2022,,,Superbooth 2022
2045,74090,Superbooth 22,,,Superbooth 22
2138,79393,UMK24,,2,UMK24
2081,74331,HaSeul 1st Small Theatre Concert 〈HaSeul Music Studio 81.8Hz〉,en,1,HaSeul 1st Small Theatre Concert 〈HaSeul Music Studio 81.8Hz〉
2082,40038,M3 2019 Fall,,,M3 2019 Fall
2083,74493,Love Hurts,,2,Love Hurts
2084,74493,Love Hurts @ The Alma Inn,en,1,Love Hurts @ The Alma Inn
2085,71821,Tokyo Game Show 2022,en,1,Tokyo Game Show 2022
2086,74583,Electric Daisy Carnival 2013,en,1,Electric Daisy Carnival 2013
2087,74586,Electric Daisy Carnival Chicago 2013,en,1,Electric Daisy Carnival Chicago 2013
2088,74579,Electric Daisy Carnival 2014,en,1,Electric Daisy Carnival 2014
2089,18767,Magic Tour,,,Magic Tour
2090,74613,Electric Daisy Carnival Orlando 2014,en,1,Electric Daisy Carnival Orlando 2014
2091,74629,Electric Daisy Carnival 2019,en,1,Electric Daisy Carnival 2019
2092,74629,EDC Las Vegas 2019,en,,EDC Las Vegas 2019
2093,45340,Inkigayo Ep. 1061,,,Inkigayo Ep. 1061
2094,45561,Inkigayo Ep. 1062,,,Inkigayo Ep. 1062
2095,49270,Inkigayo Ep. 1079,,,Inkigayo Ep. 1079
